ref	worktree	date	ahead_v3	behind_v3	ahead_main	behind_main	WEB_f8dca88	APC_60df033	CCPc_66efcd7	AFF_764effd	REV_2ee2baf	BOOK_f8dca88	CCP_e2c37c9	G1_c07e98b	G2_f25f542	G3_7796ac5	M_89e65f7	M_2e3ec8a	M_968472e	MAIN_842379b	subject
origin/docs/marketing-phase2-progress	-	2026-09-01 15:11	1	79	1	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	docs(v2.2-2): Marketing is built and still cannot send -- record both halves
origin/docs/module09-applied	-	2026-08-21 11:15	1	181	1	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): Module 09 applied to production, backlog re-measured
origin/docs/module09-decision	-	2026-08-21 10:26	1	183	1	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): correct Module 09 — class 2 to class 3, with the reason
origin/docs/phase-c-broadcast-contract	-	2026-08-31 11:16	5	106	5	44	0	0	0	0	1	0	0	0	0	0	0	0	0	0	docs(v2.2): the contract now says what actually shipped — and what did not
origin/docs/policy-trust-safety-map	-	2026-08-17 14:37	0	247	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(safety): activate safety publication gate with explicit hate non-blocking r
origin/docs/production-read-only-access	-	2026-09-01 10:42	1	97	1	35	0	0	0	0	1	0	0	0	0	0	0	0	0	0	docs(runbooks): the production read-only DB channel, and that it is currently do
origin/docs/reconcile-marketing-contract-status	-	2026-09-01 12:06	1	92	1	30	0	0	0	0	1	0	0	0	0	0	0	0	0	0	docs(v2.2-2): STATUS/ROADMAP said no Marketing contract exists — it does
origin/docs/release-closure	-	2026-08-21 11:34	1	179	1	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): ENGINEERING COMPLETE — Owner UAT / Owner decisions only
origin/docs/roadmap-m30-export-target	-	2026-09-01 13:08	1	88	1	26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	docs(v2.2-2): ROADMAP explained M-30 with the bulk export, not the portability o
origin/docs/status-production-revision	-	2026-08-31 12:06	5	105	5	43	0	0	0	0	1	0	0	0	0	0	0	0	0	0	chore: merge main (#216) — keep this branch additive
origin/docs/user-notes-applied	-	2026-08-21 10:22	1	184	1	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): user_notes applied to production, backlog re-measured
origin/entertainment-movie-intent	-	2026-08-25 11:00	1	138	1	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(entertainment): route "recommend a movie" to film knowledge, not the cinema
origin/feat/affiliate-cross-platform	-	2026-09-17 15:27	41	34	69	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	fix(affiliate): reconcile two merge-artifact test contracts
origin/feat/android-anonymous-chat-on-main	-	2026-08-09 18:20	0	358	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chore(release): versionCode 4 - Games hidden supersedes the vc3 artifact
origin/feat/anonymous-chat-android	-	2026-08-09 10:47	136	625	136	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chore(release): bump versionCode to 2 for Anonymous Chat V1
origin/feat/backoffice-phase0	-	2026-08-06 11:06	127	625	127	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(android): default release endpoints to production, fail on placeholders
origin/feat/ban-revokes-sessions	-	2026-08-21 09:14	1	187	1	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller-v2): a ban now ends the banned user's sessions
origin/feat/c10-distributed-rate-limit	-	2026-08-13 11:39	0	322	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Merge remote-tracking branch 'origin/main' into feat/c10-distributed-rate-limit
origin/feat/c11-session-surface	-	2026-08-21 08:51	1	189	1	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller-v2): C11 session surface — see and end a user's sessions
origin/feat/c14-broadcast-ui	-	2026-08-31 17:26	1	100	1	38	0	0	0	0	1	0	0	0	0	0	0	0	0	0	feat(controller): C-14 — two-step broadcast confirmation UI
origin/feat/c6-plugin-registry-lifecycle	-	2026-08-13 12:32	0	314	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller): C6 — complete the plugin registry lifecycle
origin/feat/c8-event-bus	-	2026-08-13 15:19	1	305	1	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller): C8 Event Bus — transactional outbox, mechanism only
origin/feat/c9b-typed-config	-	2026-08-13 13:20	0	307	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Merge remote-tracking branch 'origin/main' into feat/c9b-typed-config
origin/feat/ccp-canonical	-	2026-09-17 09:31	28	34	67	11	1	1	1	0	1	1	1	0	0	0	0	0	0	0	fix(ccp): multilingual false-limitation guard (M2 + English)
origin/feat/consultative-d3	-	2026-08-19 13:22	16	357	16	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(ai): ground candidate identity on the consultative presentation turn
origin/feat/consultative-decision-experience	-	2026-08-23 18:34	7	151	7	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(consultative): make a shopping result a decision, not a dump
origin/feat/consultative-decision-quality	-	2026-08-24 08:08	1	149	1	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(consultative): answer the question that was asked, and only claim what was s
origin/feat/consultative-evidence-provenance	-	2026-08-27 18:04	1	124	1	62	0	0	0	0	1	0	0	0	0	0	0	0	0	0	feat(consultative): A5 evidence boundary — food/spa snippet prices can't becom
origin/feat/consultative-v2-web	-	2026-08-17 15:18	0	238	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(ai): a removed clause must not leave its dash pointing at nothing
origin/feat/controller-home-design	-	2026-08-23 16:54	1	155	1	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller): V2.1 Home design pass — hierarchy, honest affordances, theme
origin/feat/controller-membership-api	-	2026-08-09 16:30	0	368	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller): membership API entry point (flag-gated, inert until activation
origin/feat/controller-password-auth	-	2026-08-21 16:17	1	172	1	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller-v2): the Controller signs in with email and password, not a one-
origin/feat/controller-v2-architecture-guard-rules	-	2026-08-19 13:28	1	221	1	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller-v2): enforce the §1 architecture rules in the Architecture Guar
origin/feat/controller-v2-b14-module-data-ownership	-	2026-08-20 11:15	1	199	1	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller-v2): B14 — absence of `manifest.data` means a module owns no t
origin/feat/controller-v2-b5-alert-well	-	2026-08-19 14:36	1	217	1	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller-v2): B5 — the Alert Well shows what needs attention now
origin/feat/controller-v2-b5-command-palette	-	2026-08-19 15:47	1	213	1	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller-v2): B5 — the Command Palette, navigate only
origin/feat/controller-v2-b5-context-bar	-	2026-08-19 14:55	1	215	1	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller-v2): B5 — the Context Bar, minus the undefined date range
origin/feat/controller-v2-b5-denial-ux	-	2026-08-19 14:11	1	219	1	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller-v2): B5 — a refusal from the Controller now explains itself
origin/feat/controller-v2-b8-break-glass	-	2026-08-20 12:15	2	197	2	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller-v2): B8 — break-glass Owner recovery, a database operation the
origin/feat/controller-v2-component3-rbac	-	2026-08-06 10:34	0	416	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): re-baseline the PR package onto 0654f45
origin/feat/controller-v2-component4-audited-pdp	-	2026-08-07 10:18	0	405	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(controller-v2): PR-freeze review — unreachable branch, false doc claim
origin/feat/controller-v2-component7-audit-chain	-	2026-08-07 13:22	0	391	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(controller-v2): Component 7 — PR freeze review, three defects and doc drif
origin/feat/controller-v2-component9a-admin-client	-	2026-08-07 11:12	0	400	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): BL-9A-01 — the service-role client outside src/
origin/feat/controller-v2-f08	-	2026-08-09 14:11	0	376	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller): Enterprise Command Center Home (FOUNDATION-08) on /admin
origin/feat/controller-v2-final-closure	-	2026-08-22 15:55	4	167	4	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller-v2): D6 — the department membership surface F-10 never got
origin/feat/controller-v2-foundation	-	2026-08-04 11:35	0	438	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(controller-v2): repair bootstrap seed + prove it against a real PostgreSQL
origin/feat/controller-v2-foundation-integration	-	2026-08-08 14:51	0	385	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller): implement Controller V2 foundation and registry-driven admin
origin/feat/controller-v2-k1-capability-binding	-	2026-08-23 09:49	2	162	2	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Merge remote-tracking branch 'origin/main' into feat/controller-v2-k1-capability
origin/feat/controller-v2-k3-event-sink	-	2026-08-23 10:54	1	160	1	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller): give the Event Bus a real production sink (K-3)
origin/feat/controller-v2-login	-	2026-08-21 15:39	3	174	3	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Merge remote-tracking branch 'origin/main' into feat/controller-v2-login
origin/feat/controller-v2-m01-daily-snapshots	-	2026-08-20 12:48	2	196	2	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): Module 01 rollback script + STATUS/taxonomy
origin/feat/controller-v2-m04-user-analytics	-	2026-08-20 13:47	1	194	1	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller-v2): Module 04 User Analytics — growth, engagement, subscripti
origin/feat/controller-v2-m08-account-status	-	2026-08-19 19:56	1	203	1	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller-v2): M08 account status isolated from profiles (ADR-022)
origin/feat/controller-v2-m08-admin-users-surface	-	2026-08-20 11:45	1	198	1	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller-v2): Module 08 becomes a real Controller module — tappy.hub.us
origin/feat/controller-v2-option-b	-	2026-08-09 13:12	0	378	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller): trusted @tappyai.com corporate identity boundary (Option B, F-
origin/feat/controller-v2-phase4-capability-binding	-	2026-08-19 12:20	1	226	1	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller-v2): phase 4 — capability binding, hub scope, config provider
origin/feat/controller-v2-phase7-hub-shell	-	2026-08-19 13:14	1	223	1	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller-v2): phase 7 — the shell renders hubs, not a flat list
origin/feat/controller-v2-phase8-founder-hub	-	2026-08-19 16:26	1	210	1	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller-v2): phase 8 — the Founder Hub gets its architected id
origin/feat/controller-v2-public-home	-	2026-08-21 13:49	1	177	1	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller-v2): public home at /controller — the Owner-approved front doo
origin/feat/controller-v2-remove-dept-switcher	-	2026-08-21 15:27	1	177	1	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(controller-v2): remove the department switcher — it offered a choice that 
origin/feat/controller-v2-signout	-	2026-08-21 15:13	1	177	1	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller-v2): the Controller can sign out
origin/feat/controller-v2.1-dark-theme	-	2026-08-23 16:33	1	156	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller): V2.1 — fixed dark Controller theme and derived department co
origin/feat/controller-v22-entry	-	2026-08-23 18:08	1	152	1	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller): V2.2 — Controller login hierarchy and department entry flow
origin/feat/controller-v23-login	-	2026-08-23 18:54	1	150	1	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller): V2.3 — Controller login visual redesign
origin/feat/controller-v24-login	-	2026-08-29 17:52	1	112	1	50	0	0	0	0	1	0	0	0	0	0	0	0	0	0	feat(controller): add admin notifications foundation and targeted send flow
origin/feat/deals-brand-logos	-	2026-07-31 09:33	0	477	0	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(brand-registry): reframe as a shared platform capability
origin/feat/deals-i18n	-	2026-08-01 09:56	0	462	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(web/deals): localize DealNotifyButton (was hardcoded Vietnamese)
origin/feat/decision-evidence-state	-	2026-08-24 11:05	5	147	5	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	test(consultative): repoint M21 — its anchor was the string the precedence fix
origin/feat/delete-account-page	-	2026-08-06 10:08	0	424	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(legal): publish /delete-account for the Google Play listing
origin/feat/delete-legacy-broadcast-route	-	2026-08-31 16:35	1	101	1	39	0	0	0	0	1	0	0	0	0	0	0	0	0	0	feat(notifications): delete the legacy broadcast route (contract 14.2 step 8)
origin/feat/evidence-provenance-contract	-	2026-08-27 18:49	1	123	1	61	0	0	0	0	1	0	0	0	0	0	0	0	0	0	feat(consultative): A5.1 evidence-provenance boundary — dynamic values reach t
origin/feat/gcp-observability	-	2026-08-23 17:53	2	153	2	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(observability): measure TTS character volume, without touching AI Consultat
origin/feat/gcs-media-bridge	-	2026-08-11 13:07	0	340	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	build: stop the ESLint config cascade at the project root
origin/feat/m04-retention-cohort-metrics	-	2026-08-20 14:28	1	192	1	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller-v2): M04 retention — cohort_metrics, D1/D7/D30
origin/feat/m08-admin-users-api	-	2026-08-20 10:40	2	201	2	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller-v2): M08 — apply Owner Decision A (ADR-023) on the admin read 
origin/feat/m08-consumer-enforcement	-	2026-08-19 20:47	2	202	2	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(test): M08 enforcement suite must load on Node 20, as CI runs it
origin/feat/m08-user-notes	-	2026-08-21 09:44	1	185	1	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller-v2): M08 internal admin notes — READY FOR MIGRATION AUTHORIZAT
origin/feat/marketing-activation	-	2026-09-01 14:52	1	81	1	19	0	0	0	0	1	0	0	0	0	0	0	0	0	0	feat(marketing): Phase D -- an activation path that refuses to activate
origin/feat/marketing-audience	-	2026-09-01 14:14	1	84	1	22	0	0	0	0	1	0	0	0	0	0	0	0	0	0	feat(marketing): Phase B -- the audience is what survives governance
origin/feat/marketing-campaigns	-	2026-09-01 14:26	2	82	2	20	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Merge remote-tracking branch 'origin/main' into feat/marketing-campaigns
origin/feat/marketing-consent-api	-	2026-09-01 13:58	2	85	2	23	0	0	0	0	1	0	0	0	0	0	0	0	0	0	fix(marketing): every error this route returns now carries a message
origin/feat/marketing-governance-foundation	-	2026-09-01 13:39	1	86	1	24	0	0	0	0	1	0	0	0	0	0	0	0	0	0	feat(marketing): Phase A -- the governance foundation, before anything can send
origin/feat/marketing-retention	-	2026-09-01 15:05	1	80	1	18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	feat(marketing): Phase E -- retention pruning, in the only order that works
origin/feat/media-wif-check	-	2026-08-12 15:03	0	338	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(media): answer "can this deployment reach GCS?" before the switch
origin/feat/module09-moderation	-	2026-08-21 10:56	1	182	1	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(controller-v2): Module 09 Content Moderation — READY FOR MIGRATION AUTHOR
origin/feat/notif-unification-impl	-	2026-07-26 13:01	0	548	0	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Merge remote-tracking branch 'origin/main' into feat/notif-unification-impl
origin/feat/notification-unification	-	2026-07-26 08:58	0	552	0	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs+db(notifications): ADR-014 + Phase 0 migration (notifications table)
origin/feat/phase-c-broadcast	-	2026-08-30 16:37	1	107	1	45	0	0	0	0	1	0	0	0	0	0	0	0	0	0	feat(controller): Phase C — a governed, chunked, resumable broadcast
origin/feat/plan-brochure-flight-links	-	2026-07-25 12:04	0	572	0	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(chat): accumulate places across all searches for plan photos
origin/feat/privacy-policy-play	-	2026-08-04 15:54	0	432	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	refactor(legal): single-source the public support address
origin/feat/retire-legacy-broadcast-410	-	2026-08-31 13:42	4	103	4	41	0	0	0	0	1	0	0	0	0	0	0	0	0	0	chore: merge main (#219 squash) — keep this branch additive
origin/feat/settings-delete-account-link	-	2026-08-06 11:44	0	417	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(settings): expose Request Account Deletion on the web
origin/feat/shopping-early-frame	-	2026-08-25 15:26	2	134	2	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	test: re-anchor two invariant guards the delivery split moved
origin/feat/tappyai-v2	-	2026-08-15 09:42	0	278	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Merge remote-tracking branch 'origin/main' into feat/tappyai-v2
origin/feat/tiktok-consultative-review-links	-	2026-08-16 09:11	1	253	1	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(chat): TikTok review links, but only ones the backend validated
origin/feat/v3-user-data-foundation	-	2026-09-11 12:49	12	75	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	feat(v3): separate discovery city from residence
origin/feature/notification-mvp	-	2026-07-16 13:23	10	642	10	580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	refactor(notifications): enum type, extension fields, drop milestone merge, fast
origin/fix/a5-food-price-no-retrieval	-	2026-08-27 19:20	1	122	1	60	0	0	0	0	1	0	0	0	0	0	0	0	0	0	fix(consultative): A5 price boundary skipped no-retrieval turns (P0)
origin/fix/ai-language-consistency	-	2026-07-30 13:46	0	488	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chore: empty commit to get a fresh Preview deployment URL for QA (2/2)
origin/fix/android-account-deletion-entry	-	2026-08-15 18:17	1	255	1	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(android): ship the account-deletion route /delete-account promises
origin/fix/android-plan-item-name-wrap	-	2026-08-07 11:11	128	625	128	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(android): stop a long price pill squeezing the plan item name
origin/fix/android-release-config	-	2026-08-06 11:06	127	625	127	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(android): default release endpoints to production, fail on placeholders
origin/fix/android-scan-gallery-decode	-	2026-08-25 13:56	9	163	9	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(android): gallery scan failed on every image — decode null-guard was on th
origin/fix/bug-011-destination-scope	-	2026-09-05 09:18	1	75	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	fix(ai): scope place search to destination
origin/fix/c3b10-2-money-guard	-	2026-08-15 11:16	0	274	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(ai): reconcile C3-B.10.2 evidence
origin/fix/canonical-video-viewer	-	2026-09-01 12:45	1	90	1	28	0	0	0	0	1	0	0	0	0	0	0	0	0	0	fix(reviews): one canonical presentation for a video post, on every entry point
origin/fix/chat-image-layout	-	2026-07-25 11:16	0	575	0	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(chat): keep each place's images/links grouped under that place
origin/fix/chat-latency-release-pre-tool-sentence	-	2026-08-28 09:56	1	119	1	57	0	0	0	0	1	0	0	0	0	0	0	0	0	0	fix(chat): release the opening sentence when the tool call proves it complete
origin/fix/chat-route-mojibake	-	2026-08-13 19:55	1	298	1	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(chat): repair double-encoded Vietnamese in the chat route
origin/fix/chat-streaming-latency-after-a5	-	2026-08-28 09:38	1	120	1	58	0	0	0	0	1	0	0	0	0	0	0	0	0	0	fix(chat): stop holding a places reply back for 13s to guard a price it never me
origin/fix/chrome-shortcut-brand-icon	-	2026-08-29 15:47	1	114	1	52	0	0	0	0	1	0	0	0	0	0	0	0	0	0	fix(web): show the official TappyAI otter icon for the Chrome shortcut / favicon
origin/fix/consultative-condition-provenance-claims	-	2026-08-24 09:13	1	148	1	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(consultative): a condition belongs only to the listing that states it
origin/fix/consultative-quality-round1	-	2026-08-27 10:37	2	130	2	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(consultative): stop apologizing about missing review links, pivot to Google 
origin/fix/consultative-round2	-	2026-08-27 11:14	1	129	1	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(consultative): Phase A core — generalized shortlist, relaxation, review a
origin/fix/consultative-round2-finalize	-	2026-08-27 12:15	6	127	6	65	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Merge remote-tracking branch 'origin/main' into fix/consultative-round2-finalize
origin/fix/consultative-round2-wiring	-	2026-08-27 12:10	3	128	3	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Merge remote-tracking branch 'origin/main' into fix/consultative-round2-wiring
origin/fix/controller-analytics-view-payload-binding	-	2026-08-22 10:50	1	169	1	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(controller-v2): bind analytics payloads to the view that asked for them
origin/fix/controller-home-login-destination	-	2026-08-21 15:52	1	173	1	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(controller-v2): the Controller front door was sending people to the CONSUMER
origin/fix/controller-origin-gate	-	2026-08-30 14:53	3	108	3	46	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Merge remote-tracking branch 'origin/main' into fix/controller-origin-gate
origin/fix/controller-shell-terminology	-	2026-08-09 15:54	0	370	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(controller): stop the Controller shell calling itself "Back Office"
origin/fix/controller-suspend-fixture-expiry	-	2026-08-22 10:05	1	171	1	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	test(controller): the suspend fixture expired, so the test did
origin/fix/controller-v2-audit1-deals-upload	-	2026-08-19 13:51	2	220	2	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(test): the architecture-guard test must not mutate the real src/ tree
origin/fix/controller-v2-f04-grant-model-source-sync	-	2026-08-07 18:36	0	389	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(controller-v2): F-04 — align the audit-chain migration with Supabase's rea
origin/fix/delete-account-accuracy	-	2026-08-06 10:31	0	422	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(legal): describe the account-deletion flow the app actually ships
origin/fix/deleted-review-404	-	2026-09-01 11:40	1	94	1	32	0	0	0	0	1	0	0	0	0	0	0	0	0	0	fix(reviews): a deleted review returns a real 404, not a 200 with "not found" in
origin/fix/explore-deleted-clip-visibility	-	2026-08-15 17:34	1	258	1	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(explore): stop serving slides with nothing on them
origin/fix/f01-weather-country	-	2026-08-22 14:10	2	168	2	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(weather): prevent ambiguous Vietnam city resolution
origin/fix/ios-music-library-entry	-	2026-08-27 20:39	2	121	2	59	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Merge origin/main into fix/ios-music-library-entry
origin/fix/ios-platform-links-tiktok-parity	-	2026-08-15 16:33	1	260	1	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(ios): drop the TikTok Shop link iOS built on its own
origin/fix/landing-hero-logo-founder-bio	-	2026-08-01 11:15	0	452	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Merge origin/main into fix/landing-hero-logo-founder-bio for Landing release
origin/fix/legacy-410-recorder-await	-	2026-08-31 14:19	1	102	1	40	0	0	0	0	1	0	0	0	0	0	0	0	0	0	fix(audit): await the retirement recorder so cold-start hits are not lost
origin/fix/legal-back-navigation	-	2026-08-06 08:54	0	428	0	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(legal): Back returns to the referring screen, not Home
origin/fix/legal-single-source	-	2026-08-04 17:35	0	430	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(legal): one i18n-driven implementation per legal document
origin/fix/like-list-count-click	-	2026-08-31 17:56	3	99	3	37	0	0	0	0	1	0	0	0	0	0	0	0	0	0	fix(reviews): give the split like heart its own accessible name
origin/fix/login-email-entry	-	2026-08-09 18:58	0	366	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(login): expose the existing email sign-in via /login?email=1
origin/fix/login-return-to	-	2026-08-09 15:43	1	375	1	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(auth): one canonical returnTo parameter for post-login redirects
origin/fix/login-return-to-param	-	2026-08-09 14:56	0	374	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(auth): login ignored the Controller's return destination (redirect vs return
origin/fix/media-credential-stage-diagnostic	-	2026-08-18 11:00	1	232	1	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(media): an STS refusal must say what Google actually said
origin/fix/media-deployment-identity	-	2026-08-12 15:29	0	336	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(media): read the deployment identity where production actually puts it
origin/fix/media-server-completion	-	2026-08-13 10:18	0	327	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(media): let the server confirm what the browser is not allowed to see
origin/fix/money-guard-dong-bypass	-	2026-08-28 10:51	1	118	1	56	0	0	0	0	1	0	0	0	0	0	0	0	0	0	fix(ai): the money guard was blind to the word "đồng"
origin/fix/music-track-lookup-list	-	2026-08-18 14:30	1	231	1	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(music): a hidden track must read as no rows, not as an error
origin/fix/native-composer-link-provider-parity	-	2026-08-15 17:08	1	259	1	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(mobile): let the backend decide which link providers a composer offers
origin/fix/nav-comment-accuracy	-	2026-08-10 13:07	0	348	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(controller): correct department navigation boundary comment
origin/fix/notification-clip-context	-	2026-09-01 12:15	2	91	2	29	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Merge remote-tracking branch 'origin/main' into fix/notification-clip-context
origin/fix/notification-otter-logo	-	2026-08-06 11:26	0	419	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(notifications): use the otter mascot, not the retired logo
origin/fix/og-share-card-otter-logo	-	2026-08-29 16:39	1	113	1	51	0	0	0	0	1	0	0	0	0	0	0	0	0	0	fix(share): use official TappyAI otter artwork for the OG/Twitter share card
origin/fix/optimistic-state-rollback	-	2026-09-01 10:56	2	96	2	34	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Merge remote-tracking branch 'origin/main' into fix/optimistic-state-rollback
origin/fix/pg06-07-deterministic-snapshot-probe	-	2026-08-19 13:22	1	223	1	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	test(audit-chain): make PG-06/PG-07 deterministic with an advisory-lock rendezvo
